id,title,label
6920,Classless Obama Refuses Photo-Op of White House Welcome with Trump,0
9468,Comment on Maryland Trump Supporter: They Switched My Vote to Hillary by misterdawg,0
6460,Stuff in the News That No One Is Talking About Because of the Election,0
5202,Blizzard of charges and countercharges melts away as opinions of Trump and Clinton are frozen,1
6809,Social Media Is Censoring FBI’s Re-Opened Clinton Email Investigation,0
2802,Obama Inches Closer to Veto-Proof Support for Iran Nuclear Deal,1
1329,How Clinton plans to stop Sanders' momentum,1
4114,Martin O’Malley Praises Senate Democrats for Holding Up Trade Deal,1
6527,Shi’ite Militias Join Iraq’s Mosul Attack,0
4354,‘Super PAC’ Gets Early Start on Pushing for a 2016 Clinton Campaign,1
3138,Christianity under attack: US must do more to promote religious freedom,1
9447,U.S. Taxpayers Pay AT&T Millions of Dollars a Year For the Privilege of Spying on Them,0
7256,VIDEO: Journalist Shot by Militarized Police at Standing Rock While Conducting an Interview,0
421,"Buffett: If I Ran Fed, I Would Not Raise Rates Significantly",1
7228,Are Tensions With Russia Even 1?,0
2850,Iran agrees to nuclear restrictions in framework deal with world powers,1
7628,Comment on This Is What Constipation Does To Your Body by THIS IS WHAT CONSTIPATION DOES TO YOUR BODY | TheHealthology,0
8918,Fifteen Quotes Proving False Flag Terrorism & the Existence of a ‘Shadow Government’,0
51,"Bernie Sanders’s vast universe of donors, mapped",1
7711,"Former Ambassador Andrew Young calls for end to water fluoridation, “Civil Rights Issue”",0
9295,Trump's New Ad Portraying 'Every Mother's Worst Nightmare' is Nothing Short of Chilling,0
7474,Undercover Video Exposes Obama’s Plan to Make American “Gun Laws” More Like Britain – TruthFeed,0
186,So That Happened: Did Obama Forget That The GOP Runs Congress?,1
7661,"Syrian War Report – November 2, 2016: ISIS and Al-Nusra Attempt to Cut Off Govt Supply Line to Aleppo",0
7443,Should Christians Celebrate Halloween?,0
3700,Sunday in Charleston: Worship at Emanuel AME,1
8210,Only Making Matters Worse in Syria,0
5040,"FACT CHECK: Hillary Clinton's Speech To The Democratic Convention, Annotated",1
9756,BUSTED: Clinton Foundation Directly Tied To Plot To Steal Election,0
2305,Connecticut Becomes First State To Boycott Indiana Over LGBT Discrimination Law,1
2228,Scott Walker Confronts Doubts About His Grasp of Foreign Policy,1
3008,Iran carries out new ballistic missile test,1
6851,Assange: Donald Trump Won’t Be Allowed to Win – Clinton & ISIS Funded by Same Interests,0
3872,Why Joe Biden can't get no respect,1
1884,"Come on, Paul Ryan must be running in 2016, right? Right?",1
4239,Why Bernie Sanders needs to start winning big states — big,1
3282,Leaked: What’s in Obama’s trade deal,1
9239,"Michael Moore admits no women ever melted the ice caps, bombs American history",0
4532,Someone Isn't Telling The Truth About Freddie Gray's Death,1
4130,Prison employee pleaded not guilty to aiding escape of two murderers,1
6815,Culchie Tries To Explain Rules Of 25 One More Time,0
599,Election Day: No Legal Pot In Ohio; Democrats Lose In The South,1
4577,President Trump: A colossal failure for democracy and our terrifying new 1ity,1
7154,Who had to go :-),0
7757,Raqqa/Mosul: Politicians Fiddle As Middle East Burns,0
1934,Chris Christie losing home-state donors as Jeb Bush makes inroads,1
9557,Washington Home Depot store receives order for five-thousand gallons of gold exterior paint,0
5297,Western Lynch Mob on Russia Ties Itself up in Absurd Anots      : Information,0
5075,Can Sanders rally supporters around Clinton after DNC email leak?,1
2076,'Historic' climate deal in sight as nations parse final text,1
8142,We Live In A Time Where Each Individual Has Immense Power,0
4714,"Trump slams 'corrupt' media, as more women make sexual assault claims",1
6176,Only Demented Imbeciles Want A Killary Reign Of Terror,0
9402,This anti-Trump advert on the side of a bus is 1ly visually clever and you have to see it in motion,0
6948,Americans Are So Disconnected From 1ity That “Insouciant” Has Become An Euphemism,0
4911,The 5 unspoken rules for covering Hillary Clinton,1
9991,"Hillary Melts Down Over Weiner In Public, PICS Prove Campaign Is Imploding",0
10555,Clinton Vs. Trump: Latest Electoral Prediction [Greg Laden's Blog] | Science and Technology,0
8549,Jubilee Year of Mercy ends on November 20. Following Judgment?,0
2834,Iraq launches operation against ISIS in Anbar province,1
6035,UKIP MEPs Steven Woolfe & Mike Hookem reported to French police over Strasbourg scuffle,0
2281,Justices Kennedy and Scalia and their divide on gay rights,1
9134,Justice Clarence Thomas Describes Washington DC As “Broken”,0
6407,"The Week In Pictures – Week Of October 31, 2016 - The Onion - America's Finest News Source",0
1938,Jeb Bush's Foreign Policy Plan: More Military Spending Will 'Encourage Peace',1
1255,"John Kasich: He’s Conservative, but at Least He’s Sane",1
4618,2006 Audio Emerges of Hillary Clinton Proposing Rigging Palestine Election,1
3602,Authorities search for clues after raid thwarts potential 'Belgian Charlie Hebdo' attack,1
6841,8 classic football banners of our time,0
8756,Tweetwave,0
5918,Trump’s Gettysburg Address against the New World Order,0
384,Debate Goals for the Democratic Candidates,1
4492,'Spinning up as we speak': Email shows Pentagon was ready to roll as Benghazi attack occurred,1
2432,A Case Study On Why The Obamacare Lawsuit Is Based On Mythical History,1
5307,Trump Proudly Declares: Most Of The People I’ve Insulted Deserved It,0
8484,Dems sue GOP over Trump's 'rigged' complaints,0
9948,US Airstrikes on Iraqi Army Slowing Advance on Mosul,0
2916,Iran letter blowback startles GOP,1
6058,"Clinton Camp Desperate, Russia Trains for WWIII",0
4713,Donald Trump's GOP civil war,1
8767,Comment on Tainted Measles Vaccine Kills More Than 50 Children In Syria by Tragic Deaths Used To Promote Vaccine Fear – On The Fence About Vaccines,0
4217,Laura Bush hints she'd rather see Hillary as president,1
1770,"Scott Walker, Rick Perry show limits of super PACs",1
9394,If Catcalls Were Politically Correct…,0
8428,Why Hillary Won't Unleash WWIII    : Information,0
3427,Is It Time To Reconsider Lifetime Appointments To The Supreme Court?,1
658,"Clinton has delegates to win Dem nomination, AP reports; Sanders questions tally",1
10357,Hillary IMPLODES: Trump 'Took Everything...Paid Nothing To Support Us!',0
4865,"Trump says Obama born in US, ‘period’ – after new ‘birther’ dust-up",1
4031,"MH370: If debris is part of missing plane, what's next?",1
10257,GOOGLE PLANNED MASSIVE AI INTEGRATED SOCIAL NETWORK SPY TOOL FOR HILLARY CAMPAIGN IN 2014,0
2586,Israel stole classified US information and used it to help congressional Republicans,1
4045,"""America has a simple ideology"": how one of Russia's top US experts explains America",1
4632,Poll shows Trump made up 13 points in under 2 weeks — now he likes polls again,1
71,"Chaos on House floor as Dems, Republicans clash over LGBT proposal",1
7577,"New Study Links Fluoride Consumption To Hypothyroidism, Weight Gain, And Worse",0
1108,"Clinton, Sanders accuse Trump of inciting violence",1
9485,Memo to the Next Administration: Defense Spending Must Be For Actual Defense,0
4701,"In New Responses, Hillary Clinton Insists Email Setup A Matter Of 'Convenience'",1
4929,Trump mulls alternative options for making Mexico finance 'the wall',1
6698,The circus of liars - America's three rings of evil clowns,0
667,"Donald Trump said ‘university’ was all about education. Actually, its goal was: ‘Sell, sell, sell!’",1
8516,Trump Has Forever Changed American Politics,0
3382,Kerry Adviser Marie Harf in Twitter Fight Over Iran Nukes,1
10048,"The role of the US and Nato in EU relations with China, by Manlio Dinucci",0
5199,The Daily 202: Many African Americans unenthusiastically ‘settle’ for Hillary Clinton,1
1809,"100,000 people have come to recent Bernie Sanders rallies. How does he do it?",1
5724,Trump The President: What Does That Mean For The World? - CounterCurrents.org,0
2812,"'You've been fleeced': Congress grills Kerry, Obama officials on Iran nuke deal",1
4666,"What 20,000 pages of hacked WikiLeaks emails teach us about Hillary Clinton",1
7892,Comment on Breaking: CDC Blocks Testimony of Their Senior Scientist Who Blew The Whistle on Severe Medical Malpractice by CDC Accused of Blocking Testimony from Senior Scientist — New York Malpractice & Injury Lawyer Blog,0
9935,FOX News Just Admitted It Made Up Story About Hillary Being “Indicted” For Foundation,0
6810,Repudiating the Media,0
5847,Buchanan Smashes CNN Shill,0
7815,The Impossible Is Happening: Cubs Win World Series and Yes… Hillary Clinton is Now Likely to be Indicted,0
10183,America After Election 2016: the Gullible and the Shattered - David Kerans,0
6768,Anderson Cooper Absolutely OWNS Kellyanne Conway After FBI Clears Hillary…Again (VIDEO),0
10203,‘Schlonged!’ NYT: FBI reopened Hillary probe thanks to … ANTHONY WEINER?,0
4808,What do Americans 1ly think of election coverage?,1
9953,Exclusive: Siege of Islamabad,0
9625,The Fix Is In: NBC Affiliate Accidentally Posts Election Results A Week Early: Hillary Wins Presidency 42% to Trump’s 40%,0
4411,Lynch schools the wingnuts: How the right tried — and failed — to wound Obama’s AG nominee,1
1754,"Yes, Ted Cruz could win",1
6872,"‘Can’t build a wall, hands too small!’ – NYC anti-Trump protest (Streamed live)",0
854,Trump advisors try to pivot not fishtail,1
3137,"Christians drop, 'nones' soar in new religion portrait",1
8643,Comment on Brother of Clinton’s Campaign Chair is an Active Foreign Agent on the Saudi Arabian Payroll by marlene,0
2010,Inside the Deliberations of a Hillary Clinton Campaign Launch,1
9265,American Express disowns Pink Floyd singer Roger Waters because of pro-Palestinian views,0
1109,Clinton condemns Trump over Chicago violence,1
3592,"In France, a growing debate over why some speech is protected and some isn’t",1
5468,President-Elect Donald Trump's First Televised Interview Since He Won the Election     : Information,0
9044,North Carolina Hillary Supporter Brags on Facebook About Voting Multiple Times,0
6203,Russia reacts to UN aid chief's Aleppo 'kill zone' remarks,0
6316,Representative Government or Thugocracy?,0
3147,Gay rights and religious liberty: Can Americans have both?,1
4318,"As Rand Paul stalls, Ted Cruz seeks to pick up support among libertarians",1
1905,“A dream come true for Hillary Clinton”: Wall Street Journal editorial board rips Ted Cruz,1
4051,Obama Presses Putin to Strike Ukraine Peace Deal,1
3852,"Trumka: Disappointment with Obama, a warning for Hillary",1
6850,Pro-Palestinian Propaganda Lowering Standards of Truth in America,0
205,Wingnuts have a death-grip on Congress: Why Paul Ryan can’t control the House GOP,1
6327,Lifting weights could ward off dementia and make you smarter,0
6442,People excited about Christmas adverts told about rest of human culture,0
3326,State Department warns of possible terror attack in South Africa,1
2968,Who Lost Iraq?,1
3107,Pope Francis implores Congress to accept immigrants as their own,1
1284,"Poll: Trump gains in Iowa, still dominates in New Hampshire",1
2989,Rand Paul Goes on Senate Floor to Protest NSA Spying Measure,1
6801,China Airport Security Robot Gives Electroshocks,0
3866,Obama Details His Disappointment With Netanyahu In First Post-Election Comments,1
9196,"Re: WikiLeaks: Neera Tanden has ANOTHER ringing endorsement for Hillary! (No, not 1ly)",0
4796,1ity Check: First Clinton v Trump presidential debate,1
9676,Doomsday Election,0
961,John Kasich’s Advice for Women to Prevent Sexual Assault: Avoid Parties “Where There’s a Lot of Alcohol”,1
273,The system set Boehner up for failure,1
3398,Gay marriage victory at Supreme Court triggering backlash,1
10194,Who rode it best? Jesse Jackson mounts up to fight pipeline; Leonardo DiCaprio to the rescue?,0
263,McCarthy drops out of speaker race as House asks: Who wants this job? (+video),1
1242,"Democrats, Republicans in tight races as Iowans prepare to caucus",1
2840,Iran: Why the best outcome now is to keep negotiating without reaching a deal,1
8772,NAZI Flying Saucers & A Permanent Base in Antarctica,0
6862,BREAKING: Man Brags on Facebook of Voting 3 Times… Then Reveals How He Did It,0
6871,Furious parents slam ‘damaging’ BBC sex change show aimed at six-year-olds,0
7391,Trump Family Say Trump Brand Has NOT Been Damaged,0
1570,Rand Paul is flatlining,1
2463,Nurse Chris Christie Quarantined For Ebola Goes After Governor On Vaccines,1
4469,Can Paul Ryan and Donald Trump coexist within the Republican Party?,1
2507,"Cruz copying me on border wall, Trump says",1
9283,John Oliver: America’s Increasingly Segregated Schools Are ‘Very Rarely Equal in Any Way’ (Video),0
8646,The Rise of Mandatory Vaccinations Means the End of Medical Freedom,0
6784,Scientists Fascinated By Lake Under The Sea: Those Who Enter Never Come Out [Watch],0
1610,Jeb Bush loses TV ad edge to Marco Rubio,1
9508,"Russia, India Discuss FGFA Advanced Fighter, Su-30MKI Upgrade",0
4107,"Our 1 police/race problem: Diverse forces, white resentment, and America’s persistent divides",1
3474,The Supreme Court cannot hide on Obamacare,1
8197,BREAKING : TED CRUZ CALLS FOR SPECIAL PROSECUTOR TO INVESTIGATE HILLARY – TruthFeed,0
1181,"Poll: Hillary Clinton, Bernie Sanders both top Trump",1
624,Donald Trump revokes Washington Post press access (+video),1
5575,The 1 Reason Obamacare is Coming Unglued,0
2042,How Jeb Bush can avoid being the Jon Huntsman of 2016,1
8114,Revived Clinton Email Scandal Killed By A Slew Of New Facts In Record Time,0
10246,Iraq’s Skies Darken as Islamic State Torches Oil,0
9029,New Yorkers fight to overturn ballot selfie ban,0
1680,Poll finds Ben Carson knocks Donald Trump from top spot nationally,1
2874,“I’m glad that he won”: The surprising Palestinian reaction to Netanyahu’s win,1
6448,George W. Bush’s Ethics Lawyer Files Complaint Against FBI Director James Comey,0
8294,Netflix Ceo: TV’s Future includes Hallucination Pills,0
5244,Ernst to Trump: Stop with the name-calling,1
7338,Comment on Elections 2012-16 by BeamMeUpScotty,0
5926,After Debate Duke Says USA becoming Banana Republic,0
5914,"NOW FIVE FBI FIELD OFFICES ARE PROBING CLINTON CHARITY, ADDING FUEL TO THE FIRE",0
3888,White House: GOP Has Failed to Put ‘Points on the Board’,1
763,The Daily 202: The presidency is Hillary Clinton’s to lose. Here are 12 ways she could lose it.,1
739,"Do Democrats Want What Bernie Wants, Or Just What Bernie Has?",1
9961,Podesta wiki leaks...We prefer Muslims over Christians....,0
1338,Critics Pounce on Madeleine Albright’s Exhortation to Women to Back Clinton,1
5258,Clinton doubles down on disputed claim FBI found her email remarks 'truthful',1
4053,How the Clintons’ Haiti development plans succeed — and disappoint,1
2678,Of Course Facebook Is Biased. Its 1 Problem Is That It Won’t Admit It.,1
3495,Tax Calculator: The federal debt,1
4930,Trump and advisers remain split on how far to move toward the middle,1
4904,Clinton in the final stretch: winning over anti-Trump contingent may be best play,1
6391,Australian taxpayers charged over $88 million for donation to corrupt Clinton Foundation,0
3146,Vatican Ends Scrutiny Of U.S. Nuns,1
4489,How Clinton’s email scandal took root,1
9521,Jews ‘blamed for Holocaust’ at House of Lords event,0
4454,The Disappearing Middle: Electorate Way Less Moderate Than Past Primaries,1
4708,"Hannity: WikiLeaks Has Proven That ""Everything The Conspiracy Theorists Said"" Was True",1
9340,Russia successfully tests its first-ever hypersonic weapon,0
8145,The Hulk Actor Mark Ruffalo Has Joined Standing Rock to Protest DAPL,0
1461,AP FACT CHECK: The Republican debaters and the facts,1
440,Why the drop in income inequality?,1
7844,Walmart Goes Against The Grain Of Obama’s America With New Thanksgiving Ad,0
3851,Senate Makes History By Confirming Loretta Lynch As U.S. Attorney General,1
334,Manhunt for escaped killers expands to Vermont,1
7928,The Path To Total Dictatorship: America’s “Shadow Government” And Its Silent Coup,0
9168,To the Youth a Day After the Election: Another World Is Possible,0
6455,Physical Gold Demand and Fear,0
3767,Protester charged with shooting officers in Ferguson,1
6135,Comment on U.S. war with Iran has already begun by جنگ ارزی آمریکا علیه ایران / مورد مطالعاتی سال 1390 - کدآمایی,0
5215,It’s not the ‘locker-room’ talk. It’s the ‘lock her up’ talk.,1
5207,"GOP braces for Trump loss, roiled by refusal to accept election results",1
10021,If You Have One Of These Old VHS Tapes It May Be Worth Over $1000,0
5035,Obama: Trump is ‘unfit to serve as president’,1
3103,Pope Francis met Kim Davis: why it matters in fight over religious freedom (+video),1
6775,Study: Phytochemical Found In Broccoli And Cauliflower Attacks Prostate Cancer Cells,0
8263,David Duke wins Louisiana Senate Debate in Landslide despite BLM Riots,0
1376,Paris Tragedy Could Shake Up 2016 Race,1
6494,Hillary Clinton Is Now Radioactive – SoT #122,0
1510,2016's first GOP debate: Six things to look for in Charleston,1
356,Black Hawk crashes off Florida; human remains found,1
8521,VIDEO: Creepy Clown Gets Pistol-Whipped!,0
5722,THE VISION THING 16    : Information,0
2683,"Drudge, Koch, Soros, Bezos: These 4 non-politicians will determine the next president",1
8340,The Other Way of Knowing,0
4020,Obama and Putin outline competing visions on Syria,1
7006,Comment on Police Officer’s Wife Caught Faking a Robbery In a Scheme To Frame Black Lives Matter by The Cat's Vagina (Nasty Woman),0
3226,Is the GOP losing Walmart?,1
6287,Supreme Court Decides to Weigh in On Transgender Rights,0
7119,If Hillary Clinton Is Charged With Obstruction Of Justice She Could Go To Prison For 20 Years,0
3375,"'Top secret' emails on Clinton server discussed drone program, may reference classified info",1
3106,Miracles Man: Metaxas Vs. Closed Minds And A Closed Universe,1
6804,Obamacare Premiums Spike an Average of 25%!,0
5352,Collective Consciousness – The Individual is Gone,0
2339,Obama on gun control: His emotional evolution,1
7771,What Scientists Found Inside This 800-Year-Old Pot... Is Changing History!,0
2422,The Clock Is Ticking And Republicans Still Have No Serious Obamacare Alternative,1
1597,Trump treads on tradition in New Hampshire,1
4261,GOP presidential candidates hammer on 'top secret' Clinton emails in final days before Iowa Caucus,1
2640,"Cleveland, Justice Department Reach Policing Deal",1
10454,Physicists Say Consciousness Should Be Considered A State of Matter: The “Non Physical” Is 1,0
4477,"A GOP Weekend, Courtesy Of The Koch Network And Citizens United",1
5184,"Juan Williams: My bets on Trump, Clinton vice presidential picks",1
4648,How Trump And Clinton Are Framing Their Closing Arguments,1
3144,Scott Walker and questioning Obama’s faith,1
1784,What Is Hillary’s Greatest Accomplishment?,1
9814,"Iranians Spend $2.1b on Beauty Products Annually, 3 Times more than Their European Counterparts",0
800,"Sanders, Trump easily win West Virginia primary; Trump picks up Nebraska too",1
1518,"Clinton, Sanders to Face Off in 1st Democrat Debate",1
6429,#InNorthDakota ~~ PALESTINIANS STAND WITH THE SIOUX,0
3938,"Human remains suggest explosion brought down EgyptAir plane, forensics official says",1
3638,US officials scanning terror databases in search for Paris attack suspects,1
6918,"ISIS Declares It Will kill Palestinians “One By One”’, Yet Remains Quiet On Israel",0
9825,"Hillary, The Political Scientist",0
7713,"BOOM! This Is How President Reagan Handled Protesters: ""Negotiate? What is there to negotiate?"" [Video] » 100percentfedUp.com",0
1829,Clinton Picks Up The First Major Labor Endorsement Of 2016,1
6995,Links 11/12/16,0
2845,Obama: Syria war unlikely to end during his presidency,1
